team,no,pos,player,birth_date,age,caps,goals,club,club_country,nn,mins,op_rate90,pen_per90,role,g,npxg,sh90,mn,exp_min,exp_shots_match,is_taker,pen_rate90,exp_g90,exp_g_match
Brazil,23,GK,Ederson Moraes,1993-08-17,32,32,0,Fenerbahçe,Turkey,ederson moraes,630.0,0.0006730968902415361,0.0,GK,0.0,0.0,0.004864005630236641,630.0,90.0,0.004864005630236641,False,0.0,0.0006730968902415361,0.0006730968902415361
Brazil,24,DF,Roger Ibañez,1998-11-23,27,7,0,Al-Ahli,Saudi Arabia,roger ibanez,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Brazil,25,FW,Igor Thiago,2001-06-26,24,4,2,Brentford,England,igor thiago,4120.0,0.3417066790522063,0.18720873786407768,FWD,27.0,15.57,2.2493096174946867,4120.0,75.54545454545453,1.8880568607455397,False,0.0,0.3417066790522063,0.2868265154468519
Brazil,26,FW,Rayan,2006-08-03,19,2,1,Bournemouth,England,rayan,1119.0,0.3047562746102924,0.0,FWD,5.0,2.91,2.3102820056634195,1119.0,76.33333333333334,1.959461404803419,False,0.0,0.3047562746102924,0.25847846994724805
Haiti,1,GK,Johny Placide (captain),1988-01-29,38,81,0,Bastia,France,johny placide,,0.0,0.0,,,,0.0,0.0,90.0,0.0,False,0.0,0.0,0.0
Haiti,2,DF,Carlens Arcus,1996-06-28,29,53,1,Angers,France,carlens arcus,4099.0,0.019838535397311778,0.0,DEF,0.0,0.33,0.2921981072398887,4099.0,78.98148148148148,0.256424882176569,False,0.0,0.019838535397311778,0.017409743512249946
Haiti,3,DF,Keeto Thermoncy,2006-03-29,20,1,0,Young Boys,Switzerland,keeto thermoncy,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Haiti,4,DF,Ricardo Adé,1990-05-21,36,59,2,LDU Quito,Ecuador,ricardo ade,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Haiti,5,DF,Hannes Delcroix,1999-02-28,27,7,0,Lugano,Switzerland,hannes delcroix,585.0,0.04496820502205731,0.0,DEF,0.0,0.35,0.6168374181827131,585.0,47.083333333333336,0.3226973530307712,False,0.0,0.04496820502205731,0.02352503318283554
Haiti,6,MF,Carl Sainté,2002-08-09,23,26,0,El Paso Locomotive FC,United States,carl sainte,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
Haiti,7,FW,Derrick Etienne Jr.,1996-11-25,29,48,8,Toronto FC,Canada,derrick etienne jr,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
Haiti,8,DF,Martin Expérience,1999-03-09,27,21,0,Nancy,France,martin experience,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Haiti,9,FW,Duckens Nazon,1994-04-07,32,78,44,Esteghlal,Iran,duckens nazon,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
Haiti,10,MF,Jean-Ricner Bellegarde,1998-06-27,27,10,0,Wolverhampton Wanderers,England,jeanricner bellegarde,4159.0,0.1161060582725752,0.0,MID,7.0,4.68,1.367210587956502,4159.0,56.27906976744186,0.8549482229598798,False,0.0,0.1161060582725752,0.07260378837716588
Haiti,11,FW,Louicius Deedson,2001-02-11,25,32,10,FC Dallas,United States,louicius deedson,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
Haiti,12,GK,Alexandre Pierre,2001-02-25,25,15,0,Sochaux,France,alexandre pierre,,0.0,0.0,,,,0.0,0.0,90.0,0.0,False,0.0,0.0,0.0
Haiti,13,DF,Duke Lacroix,1993-10-14,32,16,3,Colorado Springs Switchbacks FC,United States,duke lacroix,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Haiti,14,MF,Leverton Pierre,1998-03-09,28,33,0,Vizela,Portugal,leverton pierre,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
Haiti,15,FW,Ruben Providence,2001-07-07,24,15,3,Almere City,Netherlands,ruben providence,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
Haiti,16,FW,Lenny Joseph,2000-10-12,25,2,1,Ferencváros,Hungary,lenny joseph,485.0,0.34026426344827254,0.0,FWD,2.0,2.32,2.765570516421535,485.0,41.66666666666667,1.2803567205655257,False,0.0,0.34026426344827254,0.1575297515964225
Haiti,17,MF,Danley Jean Jacques,2000-05-20,26,30,6,Philadelphia Union,United States,danley jean jacques,2685.0,0.0935288063188022,0.0,MID,0.0,2.89,1.1718964357883193,2685.0,79.09090909090908,1.0298483829654925,False,0.0,0.0935288063188022,0.08219198131046253
Haiti,18,FW,Wilson Isidor,2000-08-27,25,4,2,Sunderland,England,wilson isidor,1158.0,0.35311280758843366,0.0,FWD,6.0,4.76,3.1402549976127783,1158.0,42.34375,1.4774463617240676,False,0.0,0.35311280758843366,0.1661346716258082
Haiti,19,FW,Yassin Fortuné,1999-01-30,27,4,0,Vizela,Portugal,yassin fortune,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
Haiti,20,FW,Frantzdy Pierrot,1995-03-29,31,51,34,Çaykur Rizespor,Turkey,frantzdy pierrot,681.0,0.2856353043433683,0.0,FWD,2.0,1.57,2.1584121867206507,681.0,72.0,1.7267297493765206,False,0.0,0.2856353043433683,0.22850824347469467
Haiti,21,FW,Josué Casimir,2001-09-24,24,7,0,Auxerre,France,josue casimir,5556.0,0.11267563321503885,0.012796976241900635,MID,5.0,7.3100000000000005,1.1660623135523043,5556.0,67.27272727272728,0.8716021333623285,False,0.0,0.11267563321503885,0.08422219048396844
Haiti,22,DF,Jean-Kévin Duverne,1997-07-12,28,17,1,Gent,Belgium,jeankevin duverne,1887.0,0.03525377356478909,0.0,DEF,0.0,0.59,0.41963122393531993,1887.0,71.07142857142857,0.331375450647336,False,0.0,0.03525377356478909,0.02783928944203583
Haiti,23,GK,Josué Duverger,2000-04-27,26,6,0,Cosmos Koblenz,Germany,josue duverger,,0.0,0.0,,,,0.0,0.0,90.0,0.0,False,0.0,0.0,0.0
Haiti,24,DF,Wilguens Paugain,2001-08-24,24,8,0,Zulte Waregem,Belgium,wilguens paugain,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Haiti,25,MF,Dominique Simon,2000-07-29,25,2,0,Tatran Prešov,Slovakia,dominique simon,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
Haiti,26,MF,Woodensky Pierre,2004-12-30,21,1,0,Violette,Haiti,woodensky pierre,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
Morocco,1,GK,Yassine Bounou,1991-04-05,35,90,0,Al-Hilal,Saudi Arabia,yassine bounou,90.0,0.0,0.0,GK,0.0,0.0,0.01070081238652061,90.0,90.0,0.01070081238652061,False,0.0,0.0,0.0
Morocco,2,DF,Achraf Hakimi (captain),1998-11-04,27,96,11,Paris Saint-Germain,France,achraf hakimi,9049.0,0.13251282885535431,0.0,DEF,16.0,14.73,1.6784898884241326,9049.0,79.63302752293579,1.485147016464982,False,0.0,0.13251282885535431,0.11724886385978345
Morocco,3,DF,Noussair Mazraoui,1997-11-14,28,45,2,Manchester United,England,noussair mazraoui,6844.0,0.029328662990711726,0.0,DEF,0.0,2.17,0.5181720377821576,6844.0,74.38775510204081,0.42828505163627306,False,0.0,0.029328662990711726,0.024241037778037242
Morocco,4,MF,Sofyan Amrabat,1996-08-21,29,75,0,Real Betis,Spain,sofyan amrabat,3981.0,0.0483693872006891,0.0,MID,1.0,0.52,0.4488423512958838,3981.0,67.95081967213115,0.3388800630457993,False,0.0,0.0483693872006891,0.03651932785917237
Morocco,5,DF,Nayef Aguerd,1996-03-30,30,64,2,Marseille,France,nayef aguerd,6941.0,0.06207141475131721,0.0,DEF,3.0,5.44,0.6838667799181843,6941.0,82.6219512195122,0.6278045303449457,False,0.0,0.06207141475131721,0.056982904463438226
Morocco,6,MF,Ayyoub Bouaddi,2007-10-02,18,3,0,Lille,France,ayyoub bouaddi,5341.0,0.05768010264567104,0.0,MID,0.0,2.58,0.49963596684361194,5341.0,63.57954545454545,0.3529625296073243,False,0.0,0.05768010264567104,0.040747496755369886
Morocco,7,MF,Chemsdine Talbi,2005-05-09,21,5,0,Sunderland,England,chemsdine talbi,2112.0,0.23240317336282126,0.0,FWD,6.0,3.21,1.6370983359127014,2112.0,57.37499999999999,1.043650189144347,False,0.0,0.23240317336282126,0.14815702301879854
Morocco,8,MF,Azzedine Ounahi,2000-04-19,26,49,9,Girona,Spain,azzedine ounahi,4165.0,0.12117672249252241,0.017070828331332534,MID,7.0,5.33,2.0018618004365596,4165.0,66.28787878787878,1.4744352486380383,False,0.0,0.12117672249252241,0.08925053213885278
Morocco,9,FW,Soufiane Rahimi,1996-06-02,30,37,12,Al Ain,United Arab Emirates,soufiane rahimi,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
Morocco,10,FW,Brahim Díaz,1999-08-03,26,26,14,Real Madrid,Spain,brahim diaz,5393.0,0.294233474935495,0.0,FWD,18.0,17.04,1.9080318245048145,5393.0,50.403225806451616,1.0685662099601334,False,0.0,0.294233474935495,0.16478129196656305
Morocco,11,MF,Ismael Saibari,2001-01-28,25,31,9,PSV Eindhoven,Netherlands,ismael saibari,1650.0,0.2654611014222885,0.0,MID,7.0,7.470000000000001,2.5813057945151403,1650.0,68.75,1.971830815254621,False,0.0,0.2654611014222885,0.2027827858086926
Morocco,12,GK,Munir Mohamedi,1989-05-10,37,53,0,RS Berkane,Morocco,munir mohamedi,,0.0,0.0,,,,0.0,0.0,90.0,0.0,False,0.0,0.0,0.0
Morocco,13,DF,Zakaria El Ouahdi,2001-12-31,24,3,0,Genk,Belgium,zakaria el ouahdi,918.0,0.12007348561048077,0.0,DEF,4.0,1.22,1.4420276683745414,918.0,85.0,1.3619150201315113,False,0.0,0.12007348561048077,0.11340273640989851
Morocco,14,DF,Issa Diop,1997-01-09,29,4,0,Fulham,England,issa diop,3574.0,0.04195462603766351,0.0,DEF,1.0,1.59,0.3311925165690554,3574.0,68.75,0.25299428349025066,False,0.0,0.04195462603766351,0.03204867266765963
Morocco,15,MF,Samir El Mourabet,2005-10-06,20,4,0,Strasbourg,France,samir el mourabet,2135.0,0.0667472806065303,0.0,MID,1.0,0.32,0.6366431450803334,2135.0,69.24242424242424,0.4898079415853743,False,0.0,0.0667472806065303,0.05135270578650563
Morocco,16,MF,Gessime Yassine,2005-11-22,20,5,0,Strasbourg,France,gessime yassine,509.0,0.24052737534333554,0.0,FWD,0.0,0.8200000000000001,1.8606525735054056,509.0,52.5,1.0853806678781532,False,0.0,0.24052737534333554,0.14030763561694573
Morocco,17,FW,Abde Ezzalzouli,2001-12-17,24,37,2,Real Betis,Spain,abde ezzalzouli,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
Morocco,18,DF,Chadi Riad,2003-06-17,22,6,1,Crystal Palace,England,chadi riad,2988.0,0.03499997350850181,0.0,DEF,0.0,1.08,0.496687980938669,2988.0,76.44736842105264,0.4218943229903023,False,0.0,0.03499997350850181,0.029729509661461335
Morocco,19,DF,Youssef Belammari,1998-09-20,27,19,0,Al Ahly,Egypt,youssef belammari,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Morocco,20,FW,Ayoub El Kaabi,1993-06-25,32,71,35,Olympiacos,Greece,ayoub el kaabi,2706.0,0.44046097359025077,0.13104212860310427,FWD,23.0,14.52,2.846349343240769,2706.0,79.09090909090908,2.501337301635827,True,0.13608221047245445,0.5765431840627052,0.5066591617520743
Morocco,21,FW,Ayoube Amaimouni,2004-11-30,21,2,0,Eintracht Frankfurt,Germany,ayoube amaimouni,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
Morocco,22,GK,Ahmed Reda Tagnaouti,1996-04-05,30,3,0,AS FAR,Morocco,ahmed reda tagnaouti,,0.0,0.0,,,,0.0,0.0,90.0,0.0,False,0.0,0.0,0.0
Morocco,23,MF,Bilal El Khannouss,2004-05-10,22,37,3,VfB Stuttgart,Germany,bilal el khannouss,4826.0,0.13146113832069858,0.0,MID,11.0,6.17,1.8508339080168592,4826.0,70.75342465753425,1.4550315273831171,False,0.0,0.13146113832069858,0.10334806383963596
Morocco,24,MF,Neil El Aynaoui,2001-07-02,24,16,2,Roma,Italy,neil el aynaoui,5201.0,0.12418343631284179,0.041011343972312986,MID,11.0,6.7700000000000005,0.9815545130328055,5201.0,58.40909090909091,0.6370189642662399,False,0.0,0.12418343631284179,0.08059379578888975
Morocco,25,DF,Redouane Halhal,2003-03-05,23,3,0,Mechelen,Belgium,redouane halhal,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Morocco,26,DF,Anass Salah-Eddine,2002-01-18,24,9,0,PSV Eindhoven,Netherlands,anass salaheddine,1374.0,0.04066635243861272,0.0,DEF,0.0,0.61,0.6994875202898869,1374.0,74.73684210526316,0.5808609817611927,False,0.0,0.04066635243861272,0.03376971956890647
Scotland,1,GK,Angus Gunn,1996-01-22,30,22,0,Nottingham Forest,England,angus gunn,495.0,0.0007062000159911198,0.0,GK,0.0,0.0,0.0056320065192213735,495.0,90.0,0.0056320065192213735,False,0.0,0.0007062000159911198,0.0007062000159911198
Scotland,2,DF,Aaron Hickey,2002-06-10,24,21,0,Brentford,England,aaron hickey,1405.0,0.041367951090980154,0.0,DEF,0.0,0.66,0.789184906619073,1405.0,56.83333333333333,0.4983556539946368,False,0.0,0.041367951090980154,0.026123095040785613
Scotland,3,DF,Andy Robertson (captain),1994-03-11,32,94,4,Liverpool,England,andy robertson,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Scotland,4,MF,Scott McTominay,1996-12-08,29,70,15,Napoli,Italy,scott mctominay,9518.0,0.26981894386330135,0.007375499054423209,MID,37.0,30.459999999999997,2.4932602396209185,9518.0,88.44444444444444,2.450166852763273,False,0.0,0.26981894386330135,0.26515540656196035
Scotland,5,DF,Grant Hanley,1991-11-20,34,68,2,Hibernian,Scotland,grant hanley,720.0,0.04189389267256986,0.0,DEF,0.0,0.31,0.37306607424320726,720.0,73.11111111111111,0.30305861339756834,False,0.0,0.04189389267256986,0.0340323226895691
Scotland,6,DF,Kieran Tierney,1997-06-05,29,56,2,Celtic,Scotland,kieran tierney,2533.0,0.04078017367195997,0.0,DEF,1.0,0.9,0.35703814731512745,2533.0,55.816326530612244,0.2214284201602888,False,0.0,0.04078017367195997,0.0252911054405466
Scotland,7,MF,John McGinn,1994-10-18,31,86,20,Aston Villa,England,john mcginn,10267.0,0.14498221260682687,0.0,MID,25.0,15.2,1.1911569254705403,10267.0,66.85714285714285,0.8848594303495442,False,0.0,0.14498221260682687,0.10770107222221423
Scotland,8,MF,Tyler Fletcher,2007-03-19,19,2,0,Manchester United,England,tyler fletcher,17.0,0.12,0.0,MID,0.0,0.0,1.348606490651012,17.0,62.0,0.9290400268929194,False,0.0,0.12,0.08266666666666667
Scotland,9,FW,Lyndon Dykes,1995-10-07,30,51,10,Charlton Athletic,England,lyndon dykes,318.0,0.24471379617299954,0.0,FWD,0.0,0.36,1.7211018973100258,318.0,56.0,1.0709078472151272,False,0.0,0.24471379617299954,0.1522663620631997
Scotland,10,FW,Ché Adams,1996-07-13,29,47,13,Torino,Italy,che adams,4859.0,0.2759503174159671,0.014632640461000223,FWD,15.0,14.12,2.2757055156881005,4859.0,63.6,1.6081652310862578,False,0.0,0.2759503174159671,0.19500489097395007
Scotland,11,MF,Ryan Christie,1995-02-22,31,68,10,Bournemouth,England,ryan christie,6532.0,0.10130728509884945,0.0,MID,5.0,7.300000000000001,1.4841010805245838,6532.0,56.0,0.9234406723264077,False,0.0,0.10130728509884945,0.06303564406150633
Scotland,12,GK,Liam Kelly,1996-01-23,30,3,0,Rangers,Scotland,liam kelly,180.0,0.0,0.0,GK,0.0,0.0,0.008917343655433842,180.0,90.0,0.008917343655433842,False,0.0,0.0,0.0
Scotland,13,DF,Jack Hendry,1995-05-07,31,38,3,Al-Ettifaq,Saudi Arabia,jack hendry,270.0,0.04087494493552877,0.0,DEF,0.0,0.03,0.4966846987026411,270.0,72.0,0.3973477589621129,False,0.0,0.04087494493552877,0.032699955948423017
Scotland,14,FW,Ross Stewart,1996-07-11,29,3,0,Southampton,England,ross stewart,385.0,0.2947499553959646,0.0,FWD,1.0,1.09,2.2911504515116743,385.0,41.66666666666667,1.0607178016257752,False,0.0,0.2947499553959646,0.13645831268331696
Scotland,15,DF,John Souttar,1996-09-25,29,24,2,Rangers,Scotland,john souttar,1937.0,0.04670882761823083,0.0,DEF,0.0,1.24,0.6847676796615865,1937.0,90.0,0.6847676796615865,False,0.0,0.04670882761823083,0.04670882761823083
Scotland,16,DF,Dominic Hyam,1995-12-20,30,4,0,Wrexham,Wales,dominic hyam,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Scotland,17,FW,Ben Gannon-Doak,2005-11-11,20,14,1,Bournemouth,England,ben gannondoak,37.0,0.3,0.0,FWD,0.0,0.17,2.7126123082523863,37.0,70.0,2.1098095730851893,False,0.0,0.3,0.23333333333333334
Scotland,18,FW,George Hirst,1999-02-15,27,10,1,Ipswich Town,England,george hirst,649.0,0.3261481024716554,0.0,FWD,3.0,2.14,2.1376680737127822,649.0,32.5,0.7719356932851713,False,0.0,0.3261481024716554,0.11777570367031999
Scotland,19,MF,Lewis Ferguson,1999-08-24,26,24,1,Bologna,Italy,lewis ferguson,6648.0,0.11225246814226336,0.01069494584837544,MID,8.0,8.21,1.3439532886665857,6648.0,71.72043010752688,1.0709878656399197,False,0.0,0.11225246814226336,0.0894532810643843
Scotland,20,FW,Lawrence Shankland,1995-08-10,30,20,7,Heart of Midlothian,Scotland,lawrence shankland,606.0,0.2685189175673189,0.11732673267326733,FWD,0.0,2.1700000000000004,3.1645000894163533,606.0,18.0,0.6329000178832707,True,0.12183929931454686,0.3903582168818657,0.07807164337637315
Scotland,21,GK,Craig Gordon,1982-12-31,43,84,0,Heart of Midlothian,Scotland,craig gordon,900.0,0.0006154028710779759,0.0,GK,0.0,0.0,0.0038217187094716464,900.0,90.0,0.0038217187094716464,False,0.0,0.0006154028710779759,0.0006154028710779759
Scotland,22,DF,Nathan Patterson,2001-10-16,24,26,1,Everton,England,nathan patterson,1584.0,0.03504691216419731,0.0,DEF,0.0,0.44,0.3924441153203003,1584.0,46.351351351351354,0.20211461194423874,False,0.0,0.03504691216419731,0.01804968599447399
Scotland,23,MF,Kenny McLean,1992-01-08,34,58,3,Norwich City,England,kenny mclean,523.0,0.09058408192689825,0.0,MID,0.0,0.14,0.983493371433105,523.0,56.0,0.611951431113932,False,0.0,0.09058408192689825,0.056363428754514465
Scotland,24,DF,Anthony Ralston,1998-11-16,27,27,1,Celtic,Scotland,anthony ralston,1022.0,0.03288351504814563,0.0,DEF,0.0,0.09,0.291542228786298,1022.0,87.55555555555556,0.2836237978809911,False,0.0,0.03288351504814563,0.03199038254066513
Scotland,25,FW,Findlay Curtis,2006-06-09,20,3,1,Kilmarnock,Scotland,findlay curtis,149.0,0.3,0.0,MID,0.0,0.16999999999999998,1.706138795629532,149.0,70.0,1.3269968410451916,False,0.0,0.3,0.23333333333333334
Scotland,26,DF,Scott McKenna,1996-11-12,29,50,1,Dinamo Zagreb,Croatia,scott mckenna,4330.0,0.03227961416983776,0.0,DEF,0.0,1.46,0.37375508745899017,4330.0,46.5,0.19310679518714494,False,0.0,0.03227961416983776,0.016677800654416177
Australia,1,GK,Mathew Ryan (captain),1992-04-08,34,104,0,Levante,Spain,mathew ryan,4950.0,0.00026923875609661445,0.0029090909090909093,GK,0.0,0.0,0.034805153592078024,4950.0,85.0,0.03287153394807369,False,0.0,0.00026923875609661445,0.0002542810474245803
Australia,2,DF,Miloš Degenek,1994-04-28,32,57,1,APOEL,Cyprus,milos degenek,187.0,0.05,0.0,DEF,0.0,0.0,0.40751619777452264,187.0,72.0,0.3260129582196181,False,0.0,0.05,0.04000000000000001
Australia,3,DF,Alessandro Circati,2003-10-10,22,13,1,Parma,Italy,alessandro circati,3206.0,0.04089704622332995,0.0,DEF,1.0,1.3,0.3148938194567201,3206.0,85.0,0.2973997183757912,False,0.0,0.04089704622332995,0.038624988099811616
Australia,4,DF,Jacob Italiano,2001-07-30,24,5,0,Grazer AK,Austria,jacob italiano,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Australia,5,DF,Jordan Bos,2002-10-29,23,27,4,Feyenoord,Netherlands,jordan bos,237.0,0.05,0.0,DEF,0.0,0.15,0.9764009383294202,237.0,72.0,0.7811207506635363,False,0.0,0.05,0.04000000000000001
Australia,6,DF,Jason Geria,1993-05-10,33,14,0,Albirex Niigata,Japan,jason geria,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Australia,7,FW,Mathew Leckie,1991-02-04,35,80,14,Melbourne City,Australia,mathew leckie,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
Australia,8,MF,Connor Metcalfe,1999-11-05,26,36,1,FC St. Pauli,Germany,connor metcalfe,930.0,0.10713668527776375,0.0,MID,0.0,1.31,1.9290113542445206,930.0,31.14285714285714,0.6674991670242943,False,0.0,0.10713668527776375,0.03707269427071824
Australia,9,FW,Mohamed Touré,2004-03-26,22,10,2,Norwich City,England,mohamed toure,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
Australia,10,FW,Ajdin Hrustic,1996-07-05,29,37,4,Heracles Almelo,Netherlands,ajdin hrustic,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
Australia,11,FW,Awer Mabil,1995-09-15,30,38,10,Castellón,Spain,awer mabil,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
Australia,12,GK,Paul Izzo,1995-01-06,31,4,0,Randers,Denmark,paul izzo,,0.0,0.0,,,,0.0,0.0,90.0,0.0,False,0.0,0.0,0.0
Australia,13,MF,Aiden O'Neill,1998-07-04,27,31,0,New York City FC,United States,aiden oneill,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
Australia,14,MF,Cammy Devlin,1998-06-07,28,5,0,Heart of Midlothian,Scotland,cammy devlin,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
Australia,15,DF,Kai Trewin,2001-05-18,25,6,0,New York City FC,United States,kai trewin,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Australia,16,DF,Aziz Behich,1990-12-16,35,84,3,Melbourne City,Australia,aziz behich,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Australia,17,FW,Nestory Irankunda,2006-02-09,20,15,5,Watford,England,nestory irankunda,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
Australia,18,GK,Patrick Beach,2003-08-06,22,2,0,Melbourne City,Australia,patrick beach,,0.0,0.0,,,,0.0,0.0,90.0,0.0,False,0.0,0.0,0.0
Australia,19,DF,Harry Souttar,1998-10-22,27,38,11,Leicester City,England,harry souttar,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Australia,20,FW,Cristian Volpato,2003-11-15,22,1,0,Sassuolo,Italy,cristian volpato,1695.0,0.126931741731354,0.0,MID,3.0,2.17,1.6926640617885313,1695.0,42.608695652173914,0.8013578650013337,False,0.0,0.126931741731354,0.06009328835590672
Australia,21,DF,Cameron Burgess,1995-10-21,30,27,0,Swansea City,Wales,cameron burgess,1540.0,0.04938122987797691,0.0,DEF,0.0,1.1300000000000001,0.5910059790435073,1540.0,77.77777777777779,0.5107459078153767,False,0.0,0.04938122987797691,0.04267513693158499
Australia,22,MF,Jackson Irvine,1993-03-07,33,82,14,FC St. Pauli,Germany,jackson irvine,4234.0,0.0921860979616423,0.0,MID,0.0,4.67,1.286117685453947,4234.0,77.64150943396227,1.109512426759537,False,0.0,0.0921860979616423,0.07952741993965579
Australia,23,FW,Nishan Velupillay,2001-05-07,25,7,3,Melbourne Victory,Australia,nishan velupillay,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
Australia,24,MF,Paul Okon-Engstler,2005-01-24,21,6,0,Sydney FC,Australia,paul okonengstler,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
Australia,25,DF,Lucas Herrington,2007-09-05,18,4,0,Colorado Rapids,United States,lucas herrington,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Australia,26,FW,Tete Yengi,2000-11-28,25,1,1,Machida Zelvia,Japan,tete yengi,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
Paraguay,1,GK,Gatito Fernández,1988-03-29,38,31,0,Cerro Porteño,Paraguay,gatito fernandez,,0.0,0.0,,,,0.0,0.0,90.0,0.0,False,0.0,0.0,0.0
Paraguay,2,DF,Gustavo Velázquez,1991-04-17,35,13,1,Cerro Porteño,Paraguay,gustavo velazquez,254.0,0.05,0.0,DEF,0.0,0.02,0.5096276224473353,254.0,72.0,0.40770209795786827,False,0.0,0.05,0.04000000000000001
Paraguay,3,DF,Omar Alderete,1996-12-26,29,36,3,Sunderland,England,omar alderete,8244.0,0.049063593928655815,0.0,DEF,3.0,4.74,0.956870218524252,8244.0,79.6938775510204,0.8472966447476653,False,0.0,0.049063593928655815,0.04344520051959205
Paraguay,4,DF,Juan José Cáceres,2000-06-01,26,17,0,Dynamo Moscow,Russia,juan jose caceres,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Paraguay,5,DF,Fabián Balbuena,1991-08-23,34,48,2,Grêmio,Brazil,fabian balbuena,270.0,0.04907137350695734,0.0,DEF,0.0,0.30000000000000004,0.9252561272740696,270.0,72.0,0.7402049018192557,False,0.0,0.04907137350695734,0.039257098805565875
Paraguay,6,DF,Júnior Alonso,1993-02-09,33,71,3,Atlético Mineiro,Brazil,junior alonso,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Paraguay,7,MF,Ramón Sosa,1999-08-31,26,29,1,Palmeiras,Brazil,ramon sosa,414.0,0.3235113209485906,0.0,FWD,2.0,1.1400000000000001,2.7867016619847513,414.0,23.42105263157895,0.7251942921539265,False,0.0,0.3235113209485906,0.08418861860942854
Paraguay,8,MF,Diego Gómez,2003-03-27,23,24,3,Brighton & Hove Albion,England,diego gomez,2648.0,0.19307782521114641,0.0,MID,6.0,7.26,1.6949550023189603,2648.0,60.625,1.141740522395411,False,0.0,0.19307782521114641,0.13005936837139725
